"annee" "mois" "co2" "t2Reykjavik" "t2Oslo" "t2Paris" "t2NewYork" "t2Tunis" "t2Alger" "t2Beyrouth" "t2Atlan" "t2Dakar"
"34" 1984 10 341.7275 2.11868709677412 8.97346451612907 13.4854419354838 13.387035483871 22.0817161290323 19.1748000000001 24.8607419354839 24.9217322580645 29.9944064516129
"35" 1984 11 343.215 -2.25727333333333 2.39642000000003 11.4613133333333 4.80050666666671 20.20098 17.63656 19.2973533333334 24.0652766666667 28.4728733333334
"36" 1984 12 344.644 -1.69027096774187 -0.830290322580595 5.39194838709676 3.92395483870973 15.1179322580645 13.1288838709678 15.507 22.5287387096774 24.8524129032259
"37" 1985 1 345.34 -3.63013870967734 -9.74009677419349 -1.01674838709681 -3.9062193548387 12.8634903225806 10.6883290322581 16.0068032258064 21.8095612903226 21.8610419354839
"38" 1985 2 346.125 -2.72134999999997 -7.78584285714282 4.51234642857139 -1.0217428571429 16.1644785714286 15.3938928571429 12.7854892857142 20.8851250000001 23.3867785714287
"39" 1985 3 347.836 -1.15576129032252 0.295000000000016 6.816306451613 3.59841290322584 15.2805064516129 12.6405258064516 16.787206451613 21.0663290322581 23.0772741935485
"40" 1985 4 348.2625 3.4407533333333 4.21635666666668 12.3330366666666 9.79146999999995 18.7181233333334 17.7881333333334 19.0127933333333 21.4182333333334 23.4787366666667
"41" 1985 5 348.935 7.30153548387096 13.6306903225807 15.2915516129032 15.8286838709677 21.3009032258065 18.9374677419355 21.9052870967743 22.5243677419355 23.7557548387097
"42" 1985 6 348.158 10.07431 16.1554333333333 17.5683200000001 18.4937833333333 26.1523300000001 25.7594566666667 24.0830466666667 24.1122066666667 26.04591
"43" 1985 7 346.445 10.4489161290323 18.098535483871 21.882270967742 22.1019548387097 29.7223838709677 29.1299096774194 26.5304096774194 25.3347225806451 27.5500741935483
"44" 1985 8 344.71 10.8772 16.4334838709678 19.6735322580645 21.2015258064516 28.8934 28.9559483870968 28.1777354838709 25.8599419354839 28.3336516129033
"45" 1985 9 343.076 6.49252666666666 11.2851833333333 20.4730333333333 17.64239 26.6771400000001 26.24535 26.8894166666667 25.7530366666667 28.4465800000001
"46" 1985 10 343.2525 5.49946774193552 9.99347419354848 14.5552999999999 11.5351096774194 23.3877677419356 22.4857387096774 22.7046838709677 23.8898580645161 30.2444064516129
"47" 1985 11 344.4575 -1.79760999999996 -1.96667999999994 5.13746666666663 8.32623666666666 19.8879133333334 17.1958933333334 21.5692633333334 22.7342866666667 28.74073
"48" 1985 12 345.906 -5.85476451612902 -8.26612258064512 6.49449032258059 -0.193922580645108 16.8305580645161 14.1046935483872 16.147335483871 21.4756838709677 25.049764516129
"49" 1986 1 346.54 -3.96405806451611 -8.12616129032256 4.96251935483883 -1.627264516129 14.0319419354839 11.773906451613 14.975064516129 21.1044645161291 21.7231806451613
"50" 1986 2 347.165 -1.14909642857134 -6.51620714285713 -0.881603571428514 -2.49682499999994 14.7511392857143 12.5339642857143 15.6942964285715 20.8836857142858 22.4274785714285
"51" 1986 3 348.206 -0.623551612903213 1.54679677419352 7.37227419354844 3.48130322580641 16.1886645161291 13.9787967741935 17.0478774193548 20.6639290322581 22.9719967741935
"52" 1986 4 350.0275 3.42925333333335 4.03354000000002 8.69292000000002 8.62236333333334 18.53649 16.0552833333334 20.6702466666666 21.31498 24.45725
"53" 1986 5 350.495 5.6994548387097 12.8801935483871 16.1758935483871 15.7070580645161 23.3973096774193 22.6916774193548 19.8477935483871 22.8549225806452 24.8074354838711
"54" 1986 6 349.78 8.38781666666671 19.6352433333332 21.0181366666666 19.8280233333334 25.34442 24.4763433333333 24.0196333333333 23.6128533333334 26.3566433333333
"55" 1986 7 347.825 11.0760000000001 19.1602483870968 21.2476741935484 22.5439999999999 28.0608709677419 27.8190741935484 25.8309580645161 25.6517322580646 27.7091258064517
"56" 1986 8 345.724 10.4522580645162 14.2244225806451 19.9048193548387 20.5937129032259 30.5292483870967 29.9978129032258 27.1062225806452 26.3622935483872 28.5153290322581
"57" 1986 9 345.04 7.40566999999999 11.9105233333334 15.9038033333333 16.9528666666667 27.2549366666667 26.03668 27.2136566666667 27.0168 28.7671066666667
"58" 1986 10 344.5275 1.54490967741935 7.96723870967742 15.6472612903226 11.087841935484 23.7411225806453 21.8487451612904 23.8220612903226 25.4976225806452 29.8278225806453
"59" 1986 11 346.05 -2.31532999999996 3.91212666666672 9.84560333333343 4.85119000000003 18.3579633333334 16.5953166666667 17.6263166666667 24.01915 27.5418833333334
"60" 1986 12 347.2825 -4.02087096774198 -2.83836129032255 6.59474838709679 1.84868709677426 14.7189129032258 12.8846645161291 15.0495483870968 21.9584322580644 24.7738258064516
"61" 1987 1 348.4375 1.12291612903221 -11.7992096774193 -1.93717096774196 -2.28128709677412 14.1617032258064 11.8757516129033 15.0419870967743 20.9115 23.5206225806452
"62" 1987 2 348.705 -1.64302857142849 -3.68490000000003 3.96280357142859 -3.27340357142856 14.3715357142858 12.5734821428572 16.1666464285715 21.7160678571428 23.7448214285715
"63" 1987 3 350.002 -0.863141935483839 -2.31365806451612 5.98137741935483 3.37131290322588 14.2932193548386 14.9917774193548 13.4901096774194 21.1733129032258 25.4684580645161
"64" 1987 4 351.29 2.55835999999999 7.44467666666668 14.7582566666667 9.11692666666664 18.6184666666667 19.1023566666667 17.0327 21.3405833333333 26.1614066666667
"65" 1987 5 352.182 7.15830000000005 11.1673032258066 14.0960870967742 14.8351967741935 20.1896387096775 20.2727 20.3018000000001 21.9431032258065 26.5647580645161
"66" 1987 6 351.2775 10.79306 13.4199033333333 16.9341866666667 20.5928600000001 25.5423166666667 25.4444533333333 23.6251099999999 24.19198 27.93568
"67" 1987 7 349.885 11.4931451612903 18.6285290322582 20.499970967742 23.281735483871 29.7481225806453 27.7399935483872 26.6150838709677 26.0063870967742 28.7572774193548
"68" 1987 8 347.744 11.5986419354839 14.7574258064517 20.9432129032258 20.9542322580646 30.8285612903226 30.6920548387096 27.7423290322582 26.5922161290323 29.2504967741935
"69" 1987 9 346.295 7.45960666666673 12.3954799999999 20.0762733333333 17.2941333333333 29.7942033333334 28.4443233333334 27.04726 26.5735700000001 29.2198066666667
"70" 1987 10 346.7575 1.41901935483867 7.70230322580647 14.030764516129 8.24637419354843 25.9415999999999 23.6666032258066 22.8474580645162 25.1471451612904 29.5493774193549
"71" 1987 11 348.104 2.86019999999996 0.255953333333309 7.71898999999996 5.84110000000004 19.3560266666668 16.3485566666667 19.90395 22.9557766666667 29.44808
"72" 1987 12 349.2825 2.06989032258065 -3.404 5.49536129032265 1.60744193548385 17.351 15.4958483870968 15.3566387096774 22.335229032258 26.7468548387096
"73" 1988 1 350.664 -6.92623548387098 -0.370093548387047 7.81290967741933 -4.47933548387095 16.027235483871 14.1211129032258 13.6844903225806 21.7709677419355 23.0270903225807
"74" 1988 2 351.96 -3.49587241379311 -1.36558620689658 6.54797586206894 -0.713206896551696 15.2075724137931 13.2477931034483 13.676475862069 20.5556137931035 23.1110344827586
"75" 1988 3 352.14 -1.7319161290323 -0.479625806451622 8.34904516129035 2.95114838709679 16.6725612903226 14.9446645161291 14.3153161290323 21.011441935484 25.7284322580646
"76" 1988 4 353.6725 0.0428800000000251 5.45026333333334 13.2902833333333 7.94876333333337 19.4500800000001 17.9781866666667 18.8902899999999 21.9599 25.60994
"77" 1988 5 354.136 8.24603870967746 14.4416774193548 16.7359225806451 14.2649129032258 23.3104129032258 21.3512903225806 22.0628612903225 22.4261387096774 26.0465258064517
"78" 1988 6 353.63 9.01580333333334 20.8557866666667 18.93683 19.5213833333334 25.7065966666668 24.4536600000001 24.0725633333334 23.6392 26.9086133333333
"79" 1988 7 352.314 11.4553483870968 17.4843774193549 19.5072645161291 23.3078161290322 30.1640548387097 29.1036387096774 27.6391451612903 25.1330032258065 28.3163645161291
"80" 1988 8 350.5025 11.0477612903226 16.6339322580645 21.5886225806452 23.2531032258065 30.3404580645161 30.5307096774193 27.3126258064516 26.2798451612903 28.5743
"81" 1988 9 348.995 6.67165666666676 14.6098633333334 17.2681900000001 16.2228233333333 26.6224900000001 25.6675233333333 26.6629 25.9648333333333 28.9640533333334
"82" 1988 10 349.202 3.62049677419361 6.07052258064516 14.4509032258064 8.54199354838715 25.1653000000001 23.8989354838709 22.8177935483872 25.0753483870968 29.5741451612903
"83" 1988 11 350.255 2.05606333333333 -0.446989999999971 7.6911566666667 6.66547333333335 18.8582066666668 17.6311233333333 17.5085233333334 23.04338 28.15228
"84" 1988 12 351.525 -1.3045677419355 -3.32460645161291 7.64429354838717 -0.164467741935482 14.5602290322581 12.5553612903226 15.3076096774194 21.7641193548386 25.1309548387097
"85" 1989 1 352.912 -2.40678064516129 2.55687096774199 5.11795806451619 0.201980645161257 14.2780322580645 12.8540548387097 11.8632129032259 20.9850096774193 23.9898870967742
"86" 1989 2 353.33 -6.59552499999995 3.28900357142857 7.05525 -0.63856428571421 15.3672785714286 14.1163392857143 14.1073678571429 20.8499642857143 23.9054357142857
"87" 1989 3 353.85 -2.31060967741928 4.57207419354847 12.1951193548387 2.79687741935487 17.8497935483871 16.5215451612904 16.2637032258064 20.5020225806451 23.9533838709678
"88" 1989 4 355.614 1.81960333333336 6.05227999999994 10.3828033333334 7.98555333333337 18.9284133333334 16.6324766666667 20.9385600000001 21.36411 23.5616033333333
"89" 1989 5 355.975 5.28392258064514 14.1635096774193 20.405664516129 14.8414483870967 21.3865516129033 21.3460677419354 22.1946258064517 22.1021451612904 25.8838870967742
"90" 1989 6 355.1925 9.1114766666667 17.7716666666668 19.5518233333335 21.0812000000001 25.5903366666667 25.0276066666668 23.76517 24.3279566666667 27.9383866666666
"91" 1989 7 353.84 10.3065451612903 20.7337903225807 23.7510064516129 22.4488677419355 29.3782838709677 29.6074451612903 26.3035903225807 25.4343677419355 28.5263258064516
"92" 1989 8 351.21 10.6209322580646 16.3910903225807 22.9574935483871 21.7026225806452 30.3800612903225 30.2977967741935 26.6797903225807 26.3164580645162 28.2168967741937
"93" 1989 9 349.9475 6.78485666666671 14.4973533333333 20.08784 18.0614866666667 26.9910666666667 25.4426866666666 26.13176 26.08394 29.5712633333334
"94" 1989 10 350.338 4.04479032258064 8.1268483870968 16.4858741935485 10.9680258064517 22.0726806451613 22.5459161290323 22.8870870967742 25.2273645161291 29.6474387096774
"95" 1989 11 351.645 0.148189999999943 2.81029333333333 8.64397000000002 5.56955333333337 19.9876199999999 18.9667900000001 20.0918966666667 23.8013766666667 27.28617
"96" 1989 12 352.974 -2.72326129032245 -3.32991935483869 6.08708709677427 -5.7728967741935 17.9980483870968 16.6660064516129 15.7889032258064 22.5932967741936 26.7896129032259
"97" 1990 1 353.93 -1.88479032258061 0.522396774193567 6.03117096774196 2.29368709677419 14.770506451613 12.6919258064515 13.1078 21.5006838709678 22.8889
"98" 1990 2 354.98 -3.95297142857146 3.75823571428577 10.660975 2.12521428571432 17.3482 17.065525 13.5100571428571 20.6722464285716 25.85775
"99" 1990 3 355.6675 -3.40755161290326 6.43201290322577 11.7804161290323 3.74221935483871 17.1779290322581 16.3937387096775 16.2479903225806 20.7106064516129 26.0765419354839
"100" 1990 4 356.394 -0.256563333333304 8.33807333333334 11.8588266666667 8.97064000000006 18.3315433333333 16.5017233333334 18.57595 20.9302000000001 24.3318933333334
"101" 1990 5 357.345 8.11026451612906 15.4581096774194 19.9831419354839 13.7265129032258 21.9223096774194 20.8816516129033 21.1804387096775 22.2524838709678 25.1797903225807
"102" 1990 6 356.24 10.4746266666667 16.7849933333333 18.0196800000001 19.8807533333333 26.8654866666668 26.3193866666667 24.0984866666667 23.94844 26.2172966666667
"103" 1990 7 354.806 11.7227032258064 18.6648774193548 23.043764516129 22.8780774193549 28.9540193548387 28.0261096774194 25.8617612903226 25.2870225806451 27.7277709677419
"104" 1990 8 352.695 11.0565225806452 18.3393548387096 25.1955967741936 21.7855612903226 28.997635483871 29.1453032258064 26.8693096774194 26.7184096774195 28.9983774193549
"105" 1990 9 351.276 5.94223999999997 12.1033333333334 18.8330300000001 16.7751433333333 29.0777366666666 28.7546200000001 25.7287233333333 26.0213733333334 29.7891799999999
"106" 1990 10 351.7125 3.75645483870966 7.55616774193555 16.2927 13.3777161290323 25.9064870967742 22.4453387096774 24.5816322580646 25.0708387096774 30.2860548387097
"107" 1990 11 353.1725 1.82731666666666 0.240853333333348 8.6264066666667 6.61990000000003 19.0786633333333 16.32037 21.9007133333333 23.9811 29.0183733333333
"108" 1990 12 354.324 -3.23005483870975 -1.19492258064514 4.30075806451617 3.69044193548393 13.8604870967742 12.0463870967742 17.6273548387098 22.3240225806452 25.3995548387097
"109" 1991 1 354.9625 -1.38926129032257 -2.991658064516 4.90473870967747 -0.950222580645175 14.0661354838711 12.3113258064516 14.2863838709678 21.1349806451614 23.7940870967742
"110" 1991 2 355.7 0.185621428571494 -3.67281071428573 2.58978928571429 1.23638928571432 13.7231571428572 11.6043071428572 14.3904 21.2012035714286 23.7484928571428
"111" 1991 3 357.354 1.05056129032261 3.02360322580654 11.5888354838711 4.35882258064521 17.4130064516129 15.3718741935484 16.9186548387096 21.0652258064516 23.4885193548388
"112" 1991 4 358.685 0.834653333333279 7.16906666666665 12.5668066666667 9.72787333333332 16.8331766666668 15.7103966666667 19.31728 21.3866333333334 24.1821800000001
"113" 1991 5 359.07 7.14680322580648 13.2981516129032 14.4167806451613 17.7727096774194 19.5562774193548 18.3881322580646 20.6748548387097 22.5835774193548 23.7738741935484
"114" 1991 6 357.908 10.6311700000001 12.9139499999999 16.3461300000001 21.0094066666667 25.0270466666666 24.7496766666667 23.6867999999999 24.0546633333333 25.6783233333334
"115" 1991 7 355.7875 13.6736 21.3151225806452 21.9770580645161 23.031606451613 28.6908096774195 29.2281935483871 25.3901483870968 25.8106419354839 27.8187903225806
"116" 1991 8 353.74 11.1514225806452 19.5295129032258 23.9570483870968 22.5230193548388 29.7173838709677 29.9428580645161 26.6161354838709 26.7586290322581 28.6938548387097
"117" 1991 9 352.214 7.45482666666669 14.38271 20.7081900000001 17.14315 27.76205 26.9460433333333 26.4067966666667 26.81123 29.2096733333333
"118" 1991 10 352.5025 3.93236129032255 6.91609677419359 13.1842387096775 11.3565677419355 23.3287451612903 19.9979258064517 24.7679419354839 24.8838548387097 29.7290548387097
"119" 1991 11 353.825 -1.50639666666666 2.17044333333331 7.73993666666667 6.14450000000005 18.5786266666667 16.2027933333334 20.5025033333334 23.25243 29.6346
"120" 1991 12 355.276 -1.2551387096774 -0.172938709677396 4.37327096774203 2.42422258064516 13.7930677419355 12.9411387096774 13.545670967742 21.7600096774195 26.8753161290323
"121" 1992 1 356.0875 0.222887096774116 0.0733612903226231 3.52717419354849 -0.26857096774188 14.0500935483872 11.9789548387097 11.9021774193549 20.4201516129032 25.4985483870969
"122" 1992 2 356.9525 -2.08876896551726 1.3672896551725 7.0163413793104 -0.137958620689687 14.0190275862068 13.2237931034483 10.9867620689655 20.5824586206897 23.6108172413794
"123" 1992 3 357.856 -0.856948387096679 3.67448064516134 10.1221387096774 1.40477419354841 16.0259483870968 13.6116677419354 14.3681193548387 20.6692741935485 24.3208580645161
"124" 1992 4 359.2075 2.72389999999996 5.71060333333338 12.41481 7.38166999999999 18.2684800000001 16.49173 17.7040266666667 21.39163 23.8961966666666
"125" 1992 5 359.686 5.7985741935484 17.0694999999999 19.3022548387097 13.3853709677419 21.3685032258065 20.8798096774194 20.5071322580645 21.8606258064517 25.6213193548387
"126" 1992 6 359.0025 8.35541666666666 20.7901833333334 19.6263266666667 18.6274033333333 24.6086966666667 22.2698366666668 23.3974466666667 23.5746333333333 27.2040833333334
"127" 1992 7 356.47 10.4798096774193 19.2379161290323 22.4958612903226 21.7129580645161 27.3339258064516 27.2374580645163 26.0297548387096 25.7349709677419 27.3220580645162
"128" 1992 8 354.648 10.1394483870968 15.9691516129033 22.6498516129032 19.8963612903226 30.0861935483871 29.5755258064517 27.7007258064516 25.8138129032259 28.4113806451614
"129" 1992 9 352.9325 6.68701000000004 12.6592133333334 17.8479933333333 17.35667 27.4529866666667 27.1701366666666 26.7243566666667 25.7407666666667 29.0494433333333
"130" 1992 10 353.355 3.63602580645164 3.9343806451613 11.1295322580645 8.67549354838724 24.3261258064517 20.3886161290322 25.085935483871 24.7375161290323 29.2200258064516
"131" 1992 11 354.344 -1.20372999999995 0.194280000000049 9.83938666666671 5.8255533333334 20.0024833333334 17.6359866666667 19.33672 23.1988333333334 28.6350266666667
"132" 1992 12 355.7125 -2.30173225806448 -1.51889999999997 5.2016580645161 1.92298064516132 15.983841935484 13.9941903225807 13.2978741935485 22.259564516129 26.029941935484
"133" 1993 1 356.948 -5.73479354838719 -0.298645161290267 7.69323548387098 1.07093225806454 14.1984548387097 13.1537000000001 13.3666387096775 20.6618129032258 23.9515483870968
"134" 1993 2 357.6325 -0.754610714285718 0.798439285714323 3.26842857142861 -3.15468928571426 13.3532071428572 12.0044964285715 12.1679535714286 20.2621642857143 23.120825
"135" 1993 3 358.3625 0.565438709677437 3.59628709677418 10.5047580645161 1.37220645161295 15.2858677419355 15.0444225806452 15.6004870967743 20.0860064516128 24.0393548387097
"136" 1993 4 359.2925 3.71773333333334 8.26235000000003 14.18789 8.68522999999993 19.03209 16.6805600000001 18.9046233333335 21.2091933333333 25.1137333333334
"137" 1993 5 360.158 5.64974838709685 15.9833322580645 17.3276677419354 15.6238870967742 22.6972483870968 20.9729161290323 20.1940419354839 21.3699741935484 26.029570967742
"138" 1993 6 359.36 9.34095333333335 16.42213 20.2892233333335 19.68389 26.36891 25.5135266666667 24.6475566666667 24.3212266666667 27.0255566666668
"139" 1993 7 357.33 10.3781645161291 16.9120838709678 20.3931322580646 23.6000709677419 28.3363032258065 28.2883548387097 26.9767548387097 24.925329032258 28.3690161290322
"140" 1993 8 355.404 9.71751935483871 15.3401387096775 21.5193419354839 21.8484483870968 30.1457032258065 29.6406967741935 27.6100387096774 25.7023838709678 29.1712838709678
